bioID,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,playerID,year,stint_x,tmID,lgID,GP_x,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,W,L,coachID,stint_y,won_x,lost_x,post_wins,post_losses,franchID,confID,rank,playoff,firstRound,semis,finals,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,tmORB,tmDRB,tmTRB,opptmORB,opptmDRB,opptmTRB,won_y,lost_y,GP_y,homeW,homeL,awayW,awayL,confW,confL,min,attend
barnead01w,F,0,0,71.0,165,Arizona,,1977-02-03,barnead01w,3,0,SEA,WNBA,26,17,493,90,45,57,102,28,32,9,25,64,111,37,29,15,4,1,1,2,2,50,10,3,5,8,3,3,0,7,4,9,4,0,0,4,2,0,0,2,dunnli99wc,0,17,15,0,2,SEA,WE,4,Y,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,488,563,254,531,125,2103,0,0,0,0,0,0,17,15,32,10,6,7,9,10,11,6450,111774
birdsu01w,G,0,0,69.0,150,Connecticut,,1980-10-16,birdsu01w,3,0,SEA,WNBA,32,32,1121,461,17,66,83,191,55,3,109,48,375,151,112,102,142,57,0,2,2,73,28,0,0,0,12,5,0,5,6,22,9,7,7,11,3,0,0,2,dunnli99wc,0,17,15,0,2,SEA,WE,4,Y,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,488,563,254,531,125,2103,0,0,0,0,0,0,17,15,32,10,6,7,9,10,11,6450,111774
edwarsi01w,C,0,0,76.0,164,Iowa,,1973-11-17,edwarsi01w,3,0,SEA,WNBA,32,5,694,223,46,95,141,19,21,12,44,66,158,84,73,54,1,1,0,2,0,31,4,2,1,3,0,0,0,2,4,8,1,4,2,0,0,0,0,2,dunnli99wc,0,17,15,0,2,SEA,WE,4,Y,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,488,563,254,531,125,2103,0,0,0,0,0,0,17,15,32,10,6,7,9,10,11,6450,111774
henniso01w,G,0,0,67.0,143,Stanford,,1969-10-04,henniso01w,3,1,SEA,WNBA,8,5,207,18,8,18,26,15,9,1,7,15,22,8,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,dunnli99wc,0,17,15,0,2,SEA,WE,4,Y,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,488,563,254,531,125,2103,0,0,0,0,0,0,17,15,32,10,6,7,9,10,11,6450,111774
jacksla01w,F-C,0,0,77.0,187,,,1981-05-11,jacksla01w,3,0,SEA,WNBA,28,28,882,482,66,124,190,41,30,81,47,95,462,186,90,68,120,42,1,2,2,68,23,5,5,10,3,3,6,4,9,26,9,7,5,6,0,0,0,2,dunnli99wc,0,17,15,0,2,SEA,WE,4,Y,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,488,563,254,531,125,2103,0,0,0,0,0,0,17,15,32,10,6,7,9,10,11,6450,111774
lassiam01w,F,0,0,73.0,160,Missouri,,1979-06-09,lassiam01w,3,2,SEA,WNBA,24,22,554,126,23,40,63,55,27,19,49,58,130,47,17,12,66,20,1,2,2,46,10,0,7,7,4,3,1,5,4,15,4,0,0,9,2,0,0,2,dunnli99wc,0,17,15,0,2,SEA,WE,4,Y,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,488,563,254,531,125,2103,0,0,0,0,0,0,17,15,32,10,6,7,9,10,11,6450,111774
lewista01w,F-C,0,0,74.0,212,Louisiana Tech,,1979-07-10,lewista01w,3,0,SEA,WNBA,14,0,57,18,7,17,24,3,2,0,7,12,10,4,18,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,dunnli99wc,0,17,15,0,2,SEA,WE,4,Y,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,488,563,254,531,125,2103,0,0,0,0,0,0,17,15,32,10,6,7,9,10,11,6450,111774
marcimi01w,G,0,0,70.0,154,Tennessee,,1973-10-29,marcimi01w,3,0,SEA,WNBA,23,1,280,72,8,20,28,38,11,2,25,33,68,24,29,22,8,2,0,2,0,29,8,0,2,2,1,3,0,4,3,5,1,6,6,1,0,0,0,2,dunnli99wc,0,17,15,0,2,SEA,WE,4,Y,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,488,563,254,531,125,2103,0,0,0,0,0,0,17,15,32,10,6,7,9,10,11,6450,111774
mcculda01w,F-C,0,0,75.0,180,Western Kentucky,,1975-01-18,mcculda01w,3,0,SEA,WNBA,4,1,43,2,3,4,7,1,1,0,2,5,12,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,dunnli99wc,0,17,15,0,2,SEA,WE,4,Y,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,488,563,254,531,125,2103,0,0,0,0,0,0,17,15,32,10,6,7,9,10,11,6450,111774
payeka01w,G,0,0,68.0,150,Stanford,,1974-03-06,payeka01w,3,0,SEA,WNBA,19,0,114,21,2,5,7,5,3,0,8,18,19,7,2,1,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,dunnli99wc,0,17,15,0,2,SEA,WE,4,Y,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,488,563,254,531,125,2103,0,0,0,0,0,0,17,15,32,10,6,7,9,10,11,6450,111774
raglafe01w,G,0,0,67.0,133,Oregon State,,1980-02-03,raglafe01w,3,0,SEA,WNBA,31,3,432,141,27,21,48,23,27,1,29,44,125,48,28,23,55,22,0,2,0,19,7,2,4,6,1,0,0,2,0,9,3,0,0,3,1,0,0,2,dunnli99wc,0,17,15,0,2,SEA,WE,4,Y,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,488,563,254,531,125,2103,0,0,0,0,0,0,17,15,32,10,6,7,9,10,11,6450,111774
randase01w,G,0,0,69.0,164,Tennessee,,1979-02-07,randase01w,3,1,SEA,WNBA,21,16,458,134,38,30,68,29,20,1,36,33,133,47,51,36,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,dunnli99wc,0,17,15,0,2,SEA,WE,4,Y,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,488,563,254,531,125,2103,0,0,0,0,0,0,17,15,32,10,6,7,9,10,11,6450,111774
reddja01w,F,0,0,73.0,164,Washington,,1977-11-05,reddja01w,3,0,SEA,WNBA,10,0,112,52,8,5,13,7,2,0,7,17,34,17,12,9,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,dunnli99wc,0,17,15,0,2,SEA,WE,4,Y,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,488,563,254,531,125,2103,0,0,0,0,0,0,17,15,32,10,6,7,9,10,11,6450,111774
starbka01w,G,0,0,73.0,153,Stanford,,1975-07-30,starbka01w,3,2,SEA,WNBA,9,0,186,53,3,16,19,12,6,4,11,19,44,20,9,8,11,5,0,2,0,23,5,1,2,3,1,1,1,4,2,2,1,2,2,1,1,0,0,2,dunnli99wc,0,17,15,0,2,SEA,WE,4,Y,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,488,563,254,531,125,2103,0,0,0,0,0,0,17,15,32,10,6,7,9,10,11,6450,111774
vodicka01w,F-C,0,0,76.0,190,,,1972-12-19,vodicka01w,3,0,SEA,WNBA,32,30,817,295,61,115,176,47,36,18,55,96,245,114,67,54,38,13,1,2,2,61,25,2,8,10,3,2,0,2,3,16,7,11,10,2,1,0,0,2,dunnli99wc,0,17,15,0,2,SEA,WE,4,Y,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,488,563,254,531,125,2103,0,0,0,0,0,0,17,15,32,10,6,7,9,10,11,6450,111774
barnead01w,F,0,0,71.0,165,Arizona,,1977-02-03,barnead01w,5,0,SEA,WNBA,34,2,402,67,33,30,63,31,23,2,24,38,69,21,31,22,6,3,0,6,0,39,7,4,4,8,5,3,1,1,10,11,3,4,1,0,0,0,6,2,donovan99w,0,20,14,6,2,SEA,WE,2,Y,W,W,W,Seattle Storm,873,2025,524,676,167,439,350,709,552,665,302,499,131,2437,851,1989,423,592,139,391,303,679,507,678,252,527,137,2264,0,0,0,0,0,0,20,14,34,13,4,7,10,13,9,6825,134291
beviltu01w,G,0,0,67.0,145,,,1972-07-19,beviltu01w,5,0,SEA,WNBA,34,0,358,79,6,20,26,29,38,2,26,48,60,24,29,20,26,11,0,8,0,111,22,3,13,16,11,8,1,9,12,17,8,4,3,7,3,0,6,2,donovan99w,0,20,14,6,2,SEA,WE,2,Y,W,W,W,Seattle Storm,873,2025,524,676,167,439,350,709,552,665,302,499,131,2437,851,1989,423,592,139,391,303,679,507,678,252,527,137,2264,0,0,0,0,0,0,20,14,34,13,4,7,10,13,9,6825,134291
birdsu01w,G,0,0,69.0,150,Connecticut,,1980-10-16,birdsu01w,5,0,SEA,WNBA,34,34,1136,439,22,84,106,184,51,5,87,48,326,151,85,73,146,64,0,8,8,233,68,5,21,26,42,12,0,16,13,61,23,21,16,20,6,0,6,2,donovan99w,0,20,14,6,2,SEA,WE,2,Y,W,W,W,Seattle Storm,873,2025,524,676,167,439,350,709,552,665,302,499,131,2437,851,1989,423,592,139,391,303,679,507,678,252,527,137,2264,0,0,0,0,0,0,20,14,34,13,4,7,10,13,9,6825,134291
burseja01w,C,0,0,77.0,199,Tulane,,1979-05-19,burseja01w,5,0,SEA,WNBA,29,0,514,141,51,45,96,19,23,36,41,84,119,51,67,39,0,0,2,8,0,109,27,10,8,18,1,9,10,8,17,27,12,4,3,0,0,0,6,2,donovan99w,0,20,14,6,2,SEA,WE,2,Y,W,W,W,Seattle Storm,873,2025,524,676,167,439,350,709,552,665,302,499,131,2437,851,1989,423,592,139,391,303,679,507,678,252,527,137,2264,0,0,0,0,0,0,20,14,34,13,4,7,10,13,9,6825,134291
edwarsi01w,C,0,0,76.0,164,Iowa,,1973-11-17,edwarsi01w,5,0,SEA,WNBA,23,3,257,48,25,31,56,5,8,3,13,25,55,20,19,8,0,0,0,7,0,54,12,7,7,14,1,0,1,2,5,9,6,0,0,0,0,0,6,2,donovan99w,0,20,14,6,2,SEA,WE,2,Y,W,W,W,Seattle Storm,873,2025,524,676,167,439,350,709,552,665,302,499,131,2437,851,1989,423,592,139,391,303,679,507,678,252,527,137,2264,0,0,0,0,0,0,20,14,34,13,4,7,10,13,9,6825,134291
friertr01w,F,0,0,74.0,186,Louisiana Tech,,1979-08-23,friertr01w,5,0,SEA,WNBA,5,0,22,7,3,2,5,0,0,0,1,7,9,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,donovan99w,0,20,14,6,2,SEA,WE,2,Y,W,W,W,Seattle Storm,873,2025,524,676,167,439,350,709,552,665,302,499,131,2437,851,1989,423,592,139,391,303,679,507,678,252,527,137,2264,0,0,0,0,0,0,20,14,34,13,4,7,10,13,9,6825,134291
grecomi01w,G,0,0,69.0,145,UCLA,,1980-03-24,grecomi01w,5,0,SEA,WNBA,13,0,73,29,3,7,10,8,3,0,8,6,18,10,13,9,2,0,0,4,0,6,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,6,2,donovan99w,0,20,14,6,2,SEA,WE,2,Y,W,W,W,Seattle Storm,873,2025,524,676,167,439,350,709,552,665,302,499,131,2437,851,1989,423,592,139,391,303,679,507,678,252,527,137,2264,0,0,0,0,0,0,20,14,34,13,4,7,10,13,9,6825,134291
jacksla01w,F-C,0,0,77.0,187,,,1981-05-11,jacksla01w,5,0,SEA,WNBA,31,31,1070,634,64,143,207,51,31,62,67,93,460,220,175,142,115,52,0,8,8,287,157,20,40,60,11,8,9,16,23,113,53,39,35,22,16,0,6,2,donovan99w,0,20,14,6,2,SEA,WE,2,Y,W,W,W,Seattle Storm,873,2025,524,676,167,439,350,709,552,665,302,499,131,2437,851,1989,423,592,139,391,303,679,507,678,252,527,137,2264,0,0,0,0,0,0,20,14,34,13,4,7,10,13,9,6825,134291
lennobe01w,G,0,0,68.0,143,Louisiana Tech,,1976-12-04,lennobe01w,5,0,SEA,WNBA,32,32,920,358,28,131,159,79,34,3,77,89,330,139,68,58,83,22,0,8,8,251,117,4,25,29,21,8,1,23,21,97,44,24,21,18,8,0,6,2,donovan99w,0,20,14,6,2,SEA,WE,2,Y,W,W,W,Seattle Storm,873,2025,524,676,167,439,350,709,552,665,302,499,131,2437,851,1989,423,592,139,391,303,679,507,678,252,527,137,2264,0,0,0,0,0,0,20,14,34,13,4,7,10,13,9,6825,134291
samsh01w,F-G,0,0,72.0,160,Vanderbilt,,1974-05-05,samsh01w,5,0,SEA,WNBA,34,32,1018,310,42,97,139,82,53,6,63,108,284,117,76,65,42,11,1,8,8,248,59,13,31,44,28,10,0,25,21,76,25,9,6,12,3,0,6,2,donovan99w,0,20,14,6,2,SEA,WE,2,Y,W,W,W,Seattle Storm,873,2025,524,676,167,439,350,709,552,665,302,499,131,2437,851,1989,423,592,139,391,303,679,507,678,252,527,137,2264,0,0,0,0,0,0,20,14,34,13,4,7,10,13,9,6825,134291
thompal01w,F,0,0,73.0,180,Texas Tech,,1976-06-30,thompal01w,5,0,SEA,WNBA,23,2,182,52,8,16,24,9,6,0,7,9,54,24,2,1,16,3,0,8,0,83,39,6,9,15,6,2,1,7,6,33,15,3,3,12,6,0,6,2,donovan99w,0,20,14,6,2,SEA,WE,2,Y,W,W,W,Seattle Storm,873,2025,524,676,167,439,350,709,552,665,302,499,131,2437,851,1989,423,592,139,391,303,679,507,678,252,527,137,2264,0,0,0,0,0,0,20,14,34,13,4,7,10,13,9,6825,134291
vodicka01w,F-C,0,0,76.0,190,,,1972-12-19,vodicka01w,5,0,SEA,WNBA,34,34,873,273,65,103,168,55,32,12,73,110,241,94,108,84,2,1,5,8,8,204,49,13,17,30,6,7,7,13,16,47,19,18,11,0,0,0,6,2,donovan99w,0,20,14,6,2,SEA,WE,2,Y,W,W,W,Seattle Storm,873,2025,524,676,167,439,350,709,552,665,302,499,131,2437,851,1989,423,592,139,391,303,679,507,678,252,527,137,2264,0,0,0,0,0,0,20,14,34,13,4,7,10,13,9,6825,134291
batkosu01w,C,0,0,76.0,203,,,1980-12-17,batkosu01w,6,0,SEA,WNBA,29,0,461,199,26,68,94,26,17,24,32,85,174,76,58,45,7,2,1,3,0,43,14,2,8,10,0,0,2,5,8,12,6,5,2,0,0,0,1,2,donovan99w,0,20,14,1,2,SEA,WE,2,Y,L,,,Seattle Storm,906,2066,544,688,142,429,323,776,520,657,201,516,158,2498,892,2163,490,646,133,419,334,686,568,691,267,438,154,2407,0,0,0,0,0,0,20,14,34,14,3,6,11,13,9,6825,151150
battlas01w,F,0,0,72.0,170,Connecticut,,1982-05-31,battlas01w,6,0,SEA,WNBA,2,0,8,2,0,2,2,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,donovan99w,0,20,14,1,2,SEA,WE,2,Y,L,,,Seattle Storm,906,2066,544,688,142,429,323,776,520,657,201,516,158,2498,892,2163,490,646,133,419,334,686,568,691,267,438,154,2407,0,0,0,0,0,0,20,14,34,14,3,6,11,13,9,6825,151150
birdsu01w,G,0,0,69.0,150,Connecticut,,1980-10-16,birdsu01w,6,0,SEA,WNBA,30,30,1020,364,21,51,72,176,29,6,87,46,294,130,69,59,103,45,0,3,3,103,27,1,4,5,13,3,0,4,6,33,9,8,7,15,2,0,1,2,donovan99w,0,20,14,1,2,SEA,WE,2,Y,L,,,Seattle Storm,906,2066,544,688,142,429,323,776,520,657,201,516,158,2498,892,2163,490,646,133,419,334,686,568,691,267,438,154,2407,0,0,0,0,0,0,20,14,34,14,3,6,11,13,9,6825,151150
burseja01w,C,0,0,77.0,199,Tulane,,1979-05-19,burseja01w,6,0,SEA,WNBA,34,34,859,340,81,118,199,23,19,40,78,139,243,127,123,86,0,0,6,3,3,90,28,8,6,14,3,3,1,2,11,18,11,6,6,0,0,0,1,2,donovan99w,0,20,14,1,2,SEA,WE,2,Y,L,,,Seattle Storm,906,2066,544,688,142,429,323,776,520,657,201,516,158,2498,892,2163,490,646,133,419,334,686,568,691,267,438,154,2407,0,0,0,0,0,0,20,14,34,14,3,6,11,13,9,6825,151150
castriz01w,F-G,0,0,72.0,140,,,1982-03-13,castriz01w,6,0,SEA,WNBA,33,32,879,269,23,74,97,49,18,4,59,73,242,93,73,59,72,24,0,3,3,86,17,0,3,3,4,2,0,8,12,18,6,4,4,6,1,0,1,2,donovan99w,0,20,14,1,2,SEA,WE,2,Y,L,,,Seattle Storm,906,2066,544,688,142,429,323,776,520,657,201,516,158,2498,892,2163,490,646,133,419,334,686,568,691,267,438,154,2407,0,0,0,0,0,0,20,14,34,14,3,6,11,13,9,6825,151150
edwarsi01w,C,0,0,76.0,164,Iowa,,1973-11-17,edwarsi01w,6,0,SEA,WNBA,28,0,201,55,9,22,31,3,4,2,4,13,41,24,12,7,0,0,0,2,0,5,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,donovan99w,0,20,14,1,2,SEA,WE,2,Y,L,,,Seattle Storm,906,2066,544,688,142,429,323,776,520,657,201,516,158,2498,892,2163,490,646,133,419,334,686,568,691,267,438,154,2407,0,0,0,0,0,0,20,14,34,14,3,6,11,13,9,6825,151150
jacksla01w,F-C,0,0,77.0,187,,,1981-05-11,jacksla01w,6,0,SEA,WNBA,34,34,1176,597,96,217,313,57,36,67,59,100,450,206,181,151,118,34,2,3,3,102,43,4,20,24,2,4,4,8,11,39,17,6,5,13,4,0,1,2,donovan99w,0,20,14,1,2,SEA,WE,2,Y,L,,,Seattle Storm,906,2066,544,688,142,429,323,776,520,657,201,516,158,2498,892,2163,490,646,133,419,334,686,568,691,267,438,154,2407,0,0,0,0,0,0,20,14,34,14,3,6,11,13,9,6825,151150
lennobe01w,G,0,0,68.0,143,Louisiana Tech,,1976-12-04,lennobe01w,6,0,SEA,WNBA,28,26,800,346,21,103,124,57,35,5,75,82,314,123,87,76,78,24,0,3,3,94,46,1,13,14,8,3,0,6,9,38,15,14,13,12,3,0,1,2,donovan99w,0,20,14,1,2,SEA,WE,2,Y,L,,,Seattle Storm,906,2066,544,688,142,429,323,776,520,657,201,516,158,2498,892,2163,490,646,133,419,334,686,568,691,267,438,154,2407,0,0,0,0,0,0,20,14,34,14,3,6,11,13,9,6825,151150
stevema01w,F-C,0,0,75.0,166,Auburn,,1982-02-04,stevema01w,6,0,SEA,WNBA,4,1,53,6,2,4,6,1,2,0,4,3,12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,donovan99w,0,20,14,1,2,SEA,WE,2,Y,L,,,Seattle Storm,906,2066,544,688,142,429,323,776,520,657,201,516,158,2498,892,2163,490,646,133,419,334,686,568,691,267,438,154,2407,0,0,0,0,0,0,20,14,34,14,3,6,11,13,9,6825,151150
thompal01w,F,0,0,73.0,180,Texas Tech,,1976-06-30,thompal01w,6,0,SEA,WNBA,30,1,329,83,10,35,45,14,4,4,18,17,81,32,16,12,22,7,0,1,0,10,2,0,3,3,0,0,0,0,0,4,1,0,0,1,0,0,1,2,donovan99w,0,20,14,1,2,SEA,WE,2,Y,L,,,Seattle Storm,906,2066,544,688,142,429,323,776,520,657,201,516,158,2498,892,2163,490,646,133,419,334,686,568,691,267,438,154,2407,0,0,0,0,0,0,20,14,34,14,3,6,11,13,9,6825,151150
vodopna01w,F,0,0,75.0,181,,,1981-04-06,vodopna01w,6,0,SEA,WNBA,17,0,98,25,3,17,20,10,3,2,8,9,22,8,12,8,5,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,donovan99w,0,20,14,1,2,SEA,WE,2,Y,L,,,Seattle Storm,906,2066,544,688,142,429,323,776,520,657,201,516,158,2498,892,2163,490,646,133,419,334,686,568,691,267,438,154,2407,0,0,0,0,0,0,20,14,34,14,3,6,11,13,9,6825,151150
wrighta01w,G,0,0,71.0,165,Penn State,,1983-11-20,wrighta01w,6,0,SEA,WNBA,34,8,528,122,20,37,57,53,18,3,40,60,106,49,36,24,1,0,1,3,0,38,9,1,4,5,7,3,0,2,6,5,1,7,7,0,0,0,1,2,donovan99w,0,20,14,1,2,SEA,WE,2,Y,L,,,Seattle Storm,906,2066,544,688,142,429,323,776,520,657,201,516,158,2498,892,2163,490,646,133,419,334,686,568,691,267,438,154,2407,0,0,0,0,0,0,20,14,34,14,3,6,11,13,9,6825,151150
zarafr01w,G,0,0,70.0,146,,,1976-12-08,zarafr01w,6,0,SEA,WNBA,34,4,413,90,11,28,39,51,16,1,41,29,85,34,21,17,22,5,0,3,0,26,11,0,0,0,2,0,0,5,0,6,4,2,2,1,1,0,1,2,donovan99w,0,20,14,1,2,SEA,WE,2,Y,L,,,Seattle Storm,906,2066,544,688,142,429,323,776,520,657,201,516,158,2498,892,2163,490,646,133,419,334,686,568,691,267,438,154,2407,0,0,0,0,0,0,20,14,34,14,3,6,11,13,9,6825,151150
batteja01w,F,0,0,73.0,163,Notre Dame,,1983-03-26,batteja01w,7,0,DET,WNBA,26,1,178,36,13,12,25,7,2,3,4,21,54,15,7,4,14,2,0,4,0,9,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,7,3,laimbbi01w,0,23,11,7,3,DET,EA,2,Y,W,W,W,Detroit Shock,919,2220,553,746,136,414,406,880,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,474,733,275,506,108,2384,0,0,0,0,0,0,23,11,34,14,3,9,8,14,6,6825,159453
braxtka01w,F-C,0,0,78.0,210,Georgia,,1983-02-18,braxtka01w,7,0,DET,WNBA,34,1,359,146,42,75,117,26,11,11,53,83,143,58,48,30,2,0,1,10,0,123,50,8,20,28,6,8,4,18,27,52,22,11,6,0,0,0,7,3,laimbbi01w,0,23,11,7,3,DET,EA,2,Y,W,W,W,Detroit Shock,919,2220,553,746,136,414,406,880,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,474,733,275,506,108,2384,0,0,0,0,0,0,23,11,34,14,3,9,8,14,6,6825,159453
cashsw01w,F,0,0,73.0,162,Connecticut,,1979-09-22,cashsw01w,7,0,DET,WNBA,34,34,990,358,63,105,168,106,20,11,88,85,323,124,143,109,13,1,0,10,10,265,76,19,42,61,32,3,3,22,22,80,29,25,18,3,0,0,7,3,laimbbi01w,0,23,11,7,3,DET,EA,2,Y,W,W,W,Detroit Shock,919,2220,553,746,136,414,406,880,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,474,733,275,506,108,2384,0,0,0,0,0,0,23,11,34,14,3,9,8,14,6,6825,159453
fordch01w,F,0,0,75.0,198,Louisiana Tech,,1981-06-06,fordch01w,7,0,DET,WNBA,32,32,920,443,130,233,363,45,38,25,58,114,315,157,199,129,0,0,0,10,10,287,134,33,70,103,12,13,7,19,40,88,46,56,42,0,0,0,7,3,laimbbi01w,0,23,11,7,3,DET,EA,2,Y,W,W,W,Detroit Shock,919,2220,553,746,136,414,406,880,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,474,733,275,506,108,2384,0,0,0,0,0,0,23,11,34,14,3,9,8,14,6,6825,159453
hollake01w,G,0,0,68.0,129,Georgia,,1974-11-05,hollake01w,7,0,DET,WNBA,34,0,397,140,12,28,40,43,23,2,40,29,142,51,16,10,84,28,0,8,0,33,0,1,2,3,5,1,0,4,5,8,0,0,0,6,0,0,7,3,laimbbi01w,0,23,11,7,3,DET,EA,2,Y,W,W,W,Detroit Shock,919,2220,553,746,136,414,406,880,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,474,733,275,506,108,2384,0,0,0,0,0,0,23,11,34,14,3,9,8,14,6,6825,159453
nolande01w,G-F,0,0,69.0,147,Georgia,,1979-08-25,nolande01w,7,0,DET,WNBA,34,34,1088,468,32,121,153,124,47,11,86,79,425,172,100,85,113,39,1,10,10,357,178,8,33,41,39,16,2,27,19,148,72,30,25,21,9,0,7,3,laimbbi01w,0,23,11,7,3,DET,EA,2,Y,W,W,W,Detroit Shock,919,2220,553,746,136,414,406,880,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,474,733,275,506,108,2384,0,0,0,0,0,0,23,11,34,14,3,9,8,14,6,6825,159453
osipoir01w,C,0,0,77.0,190,,,1981-06-25,osipoir01w,7,0,DET,WNBA,2,0,12,2,1,0,1,0,0,0,1,1,0,0,2,2,0,0,0,9,0,116,21,3,6,9,11,6,0,13,16,19,9,7,3,1,0,0,7,3,laimbbi01w,0,23,11,7,3,DET,EA,2,Y,W,W,W,Detroit Shock,919,2220,553,746,136,414,406,880,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,474,733,275,506,108,2384,0,0,0,0,0,0,23,11,34,14,3,9,8,14,6,6825,159453
paliesa01w,G,0,0,67.0,159,,,1981-07-23,paliesa01w,7,0,DET,WNBA,11,0,51,12,4,0,4,6,1,1,10,9,25,5,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,laimbbi01w,0,23,11,7,3,DET,EA,2,Y,W,W,W,Detroit Shock,919,2220,553,746,136,414,406,880,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,474,733,275,506,108,2384,0,0,0,0,0,0,23,11,34,14,3,9,8,14,6,6825,159453
pierspl01w,F-C,0,0,74.0,181,Texas Tech,,1981-08-30,pierspl01w,7,0,DET,WNBA,34,0,565,220,44,88,132,24,18,14,37,84,180,82,80,56,3,0,0,10,0,189,88,17,37,54,17,6,9,14,27,61,26,51,36,0,0,0,7,3,laimbbi01w,0,23,11,7,3,DET,EA,2,Y,W,W,W,Detroit Shock,919,2220,553,746,136,414,406,880,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,474,733,275,506,108,2384,0,0,0,0,0,0,23,11,34,14,3,9,8,14,6,6825,159453
